id_linea,id_venta,id_producto,nombre_producto_texto,cantidad,precio_unitario,monto_bruto,descuento,costo_unitario
86,1065,101,Salsa Picante Habanero Lucho,6,3000,18000,0.0,1150
87,1065,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
88,1066,102,chilero criollo lucho,4,3000,12000,1200.0,1100
89,1067,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
90,1067,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
91,1068,102,Chilero Criollo Lucho,6,3000,18000,0.0,1100
92,1069,102,Chilero Criollo Lucho,6,3000,18000,1800.0,1100
93,1069,101,Salsa Picante Habanero Lucho,8,3000,24000,2400.0,1150
94,1070,101,SALSA PICANTE HABANERO LUCHO,3,3000,9000,0.0,1150
95,1070,103,Salsa de Ajo Lucho,8,3000,24000,0.0,1250
96,1071,102,chilero criollo lucho,8,3000,24000,2400.0,1100
97,1072,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
98,1073,102,Chilero Criollo Lucho,2,3000,6000,600.0,1100
99,1074,103,Salsa de Ajo Lucho,3,3150,9450,945.0,1250
100,1075,101,SALSA PICANTE HABANERO LUCHO,3,3000,9000,0.0,1150
101,1075,102,chilero criollo lucho,3,3000,9000,0.0,1100
102,1076,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
103,1076,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
104,1077,103,Salsa de Ajo Lucho,8,3000,24000,2400.0,1250
105,1078,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
106,1078,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
107,1079,101,Salsa Picante Habanero Lucho,3,2850,8550,0.0,1150
108,1080,102,Chilero Criollo Lucho,3,3000,9000,900.0,1100
109,1081,102,Chilero Criollo  Lucho,8,3000,24000,2400.0,1100
110,1082,102,Chilero Criollo Lucho,2,3000,6000,600.0,1100
111,1082,104,Salsa Mango-Habanero,3,3000,9000,900.0,1500
112,1083,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
113,1083,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
114,1084,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
115,1085,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
116,1085,103,salsa de ajo lucho,8,3000,24000,0.0,1250
117,1086,102,Chilero Criollo Lucho,6,3000,18000,1800.0,1100
118,1087,102,chilero criollo lucho,4,3000,12000,1200.0,1100
119,1088,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
120,1089,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
121,1089,103,salsa de ajo lucho,2,3000,6000,600.0,1250
122,1090,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
123,1090,103,Salsa de Ajo Lucho,2,3000,6000,600.0,1250
124,1091,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
125,1091,102,Chilero Criollo  Lucho,4,3000,12000,0.0,1100
126,1092,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
127,1093,103,SALSA DE AJO LUCHO,4,3000,12000,1200.0,1250
128,1094,102,Chilero Criollo Lucho,8,3000,24000,0.0,1100
129,1094,106,Salsa Chipotle Dulce,6,3000,18000,0.0,1420
130,1095,102,Chilero Criollo Lucho,3,3150,9450,945.0,1100
131,1096,102,Chilero Criollo Lucho,6,3000,18000,0.0,1100
132,1096,103,salsa de ajo lucho,6,3000,18000,0.0,1250
133,1097,101,salsa picante habanero lucho ,8,3000,24000,0.0,1150
134,1097,102,chilero criollo lucho,6,2850,17100,0.0,1100
135,1098,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
136,1099,102,chilero criollo lucho,4,3000,12000,0.0,1100
137,1100,102,Chilero Criollo  Lucho,3,3000,9000,0.0,1100
138,1100,103,Salsa de Ajo Lucho,8,3000,24000,0.0,1250
139,1101,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
140,1102,103,salsa de ajo lucho,4,3000,12000,0.0,1250
141,1102,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
142,1103,108,Aderezo Cilantro-Limon,3,3000,9000,900.0,1380
143,1104,107,Salsa Verde Jalapeno,3,3000,9000,900.0,1350
144,1104,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
145,1105,103,salsa de ajo lucho,4,3000,12000,1200.0,1250
146,1106,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,
147,1107,102,Chilero Criollo Lucho,2,3000,6000,600.0,1100
148,1107,103,Salsa de Ajo Lucho,8,3000,24000,2400.0,1250
149,1108,106,Salsa Chipotle Dulce,6,3000,18000,1800.0,1420
150,1108,103,Salsa de Ajo Lucho,6,3000,18000,1800.0,1250
151,1109,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
152,1109,102,Chilero Criollo Lucho,2,3000,6000,0.0,1100
153,1110,101,SALSA PICANTE HABANERO LUCHO,3,3000,9000,0.0,1150
154,1111,101,Salsa Picante Habanero Lucho,8,3000,24000,0.0,1150
155,1111,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
156,1112,101,Salsa Picante Habanero Lucho,8,3000,24000,2400.0,1150
157,1112,102,Chilero Criollo Lucho,2,3000,6000,600.0,1100
158,1113,107,Salsa Verde Jalapeno,4,3000,12000,1200.0,1350
159,1114,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
160,1114,102,chilero criollo lucho,3,3000,9000,0.0,1100
161,1114,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
162,1115,101,salsa picante habanero lucho ,4,3000,12000,1200.0,1150
163,1116,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
164,1116,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
165,1117,102,Chilero Criollo  Lucho,3,3000,9000,0.0,1100
166,1118,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
167,1118,103,SALSA DE AJO LUCHO,4,3000,12000,1200.0,1250
168,1119,101,Salsa Picante Habanero Lucho,8,3000,24000,0.0,1150
169,1119,102,Chilero Criollo  Lucho,3,3000,9000,0.0,1100
170,1120,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
171,1121,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
172,1121,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
173,1122,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
174,1123,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
175,1124,102,Chilero Criollo  Lucho,4,3150,12600,1260.0,1100
176,1125,103,Salsa de Ajo Lucho,6,3000,18000,1800.0,1250
177,1125,106,Salsa Chipotle Dulce,2,3000,6000,600.0,1420
178,1126,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
179,1127,101,Salsa Picante Habanero Lucho,6,3000,18000,0.0,1150
180,1127,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
181,1128,107,Salsa Verde Jalapeno,3,3000,9000,0.0,1350
182,1129,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
183,1130,101,Salsa Picante Habanero Lucho,3,3150,9450,0.0,1150
184,1130,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
185,1131,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
186,1132,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
187,1133,101,SALSA PICANTE HABANERO LUCHO,3,3000,9000,0.0,1150
188,1134,101,SALSA PICANTE HABANERO LUCHO,4,3000,12000,0.0,1150
189,1134,103,Salsa de Ajo Lucho,2,3150,6300,0.0,1250
190,1135,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
191,1136,109,Salsa Inferno Carolina Reaper,-2,3000,6000,0.0,1650
192,1136,101,salsa picante habanero lucho ,8,3000,24000,0.0,1150
193,1137,103,Salsa de Ajo Lucho,3,3000,9000,900.0,1250
194,1138,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
195,1138,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
196,1139,102,Chilero Criollo Lucho,8,3000,24000,0.0,1100
197,1140,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
198,1141,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
199,1142,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
200,1143,102,Chilero Criollo Lucho,3,2850,8550,855.0,1100
201,1144,107,Salsa Verde Jalapeno,6,3000,18000,1800.0,1350
202,1144,102,Chilero Criollo  Lucho,4,3000,12000,1200.0,1100
203,1145,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
204,1146,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
205,1147,102,Chilero Criollo Lucho,2,3000,6000,600.0,1100
206,1148,102,Chilero Criollo Lucho,2,3000,6000,0.0,1100
207,1149,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
208,1150,109,Salsa Inferno Carolina Reaper,4,3000,12000,1200.0,1650
209,1150,102,chilero criollo lucho,4,2850,11400,1140.0,1100
210,1151,103,Salsa de Ajo Lucho,4,3000,12000,0.0,1250
211,1151,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
212,1152,102,Chilero Criollo Lucho,3,3000,9000,900.0,1100
213,1152,103,Salsa de Ajo Lucho,3,3000,9000,900.0,1250
214,1152,110,Salsa Curry Tropical,6,3000,18000,1800.0,1550
215,1153,102,Chilero Criollo Lucho,2,3000,6000,0.0,1100
216,1154,109,Salsa Inferno Carolina Reaper,6,3000,18000,0.0,1650
217,1155,101,Salsa Picante Habanero Lucho,6,3000,18000,1800.0,1150
218,1156,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
219,1156,102,Chilero Criollo Lucho,8,3000,24000,0.0,1100
220,1157,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
221,1158,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
222,1158,101,Salsa Picante Habanero Lucho,8,3000,24000,0.0,1150
223,1159,103,Salsa de Ajo Lucho,3,3150,9450,0.0,1250
224,1160,102,Chilero Criollo Lucho,2,3150,6300,0.0,1100
225,1161,101,SALSA PICANTE HABANERO LUCHO,6,3000,18000,0.0,1150
226,1162,101,SALSA PICANTE HABANERO LUCHO,4,3000,12000,0.0,1150
227,1162,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
228,1163,101,Salsa Picante Habanero Lucho,2,3000,6000,600.0,1150
229,1163,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
230,1164,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
231,1164,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
232,1165,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
233,1165,107,Salsa Verde Jalapeno,8,3000,24000,0.0,1350
234,1166,101,Salsa Picante Habanero Lucho,8,3000,24000,2400.0,1150
235,1167,108,Aderezo Cilantro-Limon,3,3000,9000,900.0,1380
236,1168,103,Salsa de Ajo Lucho,2,3000,6000,600.0,1250
237,1169,104,Salsa Mango-Habanero,4,3000,12000,1200.0,1500
238,1169,101,Salsa Picante Habanero Lucho,6,3000,18000,1800.0,1150
239,1170,101,Salsa Picante Habanero Lucho,2,3000,6000,600.0,1150
240,1170,103,Salsa de Ajo Lucho,6,3000,18000,1800.0,1250
241,1171,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
242,1171,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
243,1172,101,Salsa Picante Habanero Lucho,6,3000,18000,1800.0,1150
244,1173,102,Chilero Criollo Lucho,4,3000,12000,0.0,
245,1174,108,Aderezo Cilantro-Limon,2,3000,6000,0.0,1380
246,1174,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
247,1175,105,Salsa BBQ Tamarindo,4,3000,12000,1200.0,1480
248,1175,103,salsa de ajo lucho,3,3000,9000,900.0,1250
249,1175,109,Salsa Inferno Carolina Reaper,2,3000,6000,600.0,1650
250,1176,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
251,1177,102,Chilero Criollo Lucho,3,3000,9000,900.0,1100
252,1178,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
253,1179,101,SALSA PICANTE HABANERO LUCHO,3,2850,8550,855.0,1150
254,1179,102,Chilero Criollo Lucho,6,3000,18000,1800.0,1100
255,1180,101,salsa picante habanero lucho ,4,3000,12000,1200.0,1150
256,1180,103,Salsa de Ajo Lucho,2,3000,6000,600.0,1250
257,1181,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
258,1182,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
259,1183,103,salsa de ajo lucho,3,3000,9000,0.0,1250
260,1184,102,Chilero Criollo  Lucho,3,3000,9000,900.0,1100
261,1185,102,Chilero Criollo Lucho,8,3000,24000,0.0,1100
262,1185,110,Salsa Curry Tropical,2,3150,6300,0.0,1550
263,1186,103,SALSA DE AJO LUCHO,8,2850,22800,0.0,
264,1186,102,Chilero Criollo Lucho,2,3000,6000,0.0,1100
265,1187,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
266,1188,102,Chilero Criollo  Lucho,3,3000,9000,0.0,1100
267,1188,101,Salsa Picante Habanero Lucho,8,3000,24000,0.0,1150
268,1189,101,Salsa Picante Habanero Lucho,2,3000,6000,600.0,1150
269,1190,101,Salsa Picante Habanero Lucho,6,3000,18000,0.0,1150
270,1191,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
271,1192,103,Salsa de Ajo Lucho,3,3150,9450,0.0,1250
272,1192,102,Chilero Criollo Lucho,6,3000,18000,0.0,1100
273,1193,102,Chilero Criollo Lucho,8,3150,25200,0.0,1100
274,1193,105,Salsa BBQ Tamarindo,4,3000,12000,0.0,1480
275,1194,101,Salsa Picante Habanero Lucho,4,2850,11400,1140.0,1150
276,1195,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
277,1196,102,chilero criollo lucho,3,3000,9000,900.0,1100
278,1197,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
279,1198,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
280,1198,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
281,1198,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
282,1199,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
283,1199,103,Salsa de Ajo Lucho,2,3150,6300,630.0,1250
284,1200,101,salsa picante habanero lucho ,6,3000,18000,0.0,1150
285,1201,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
286,1202,102,Chilero Criollo Lucho,6,3000,18000,1800.0,
287,1202,109,Salsa Inferno Carolina Reaper,4,3000,12000,1200.0,1650
288,1203,105,Salsa BBQ Tamarindo,6,3000,18000,0.0,1480
289,1204,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
290,1205,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
291,1206,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
292,1206,101,Salsa Picante Habanero Lucho,2,2850,5700,0.0,1150
293,1207,103,salsa de ajo lucho,4,3000,12000,0.0,1250
294,1207,104,Salsa Mango-Habanero,3,3000,9000,0.0,1500
295,1208,104,Salsa Mango-Habanero,3,3000,9000,900.0,1500
296,1209,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
297,1210,105,Salsa BBQ Tamarindo,8,3000,24000,2400.0,1480
298,1210,101,Salsa Picante Habanero Lucho,6,3000,18000,1800.0,1150
299,1211,101,Salsa Picante Habanero Lucho,4,2850,11400,0.0,1150
300,1211,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
301,1212,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
302,1213,102,chilero criollo lucho,4,3000,12000,1200.0,
303,1213,103,Salsa de Ajo Lucho,2,3000,6000,600.0,1250
304,1214,103,Salsa de Ajo Lucho,2,3000,6000,600.0,1250
305,1215,102,Chilero Criollo  Lucho,2,3000,6000,600.0,1100
306,1216,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
307,1217,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
308,1218,101,salsa picante habanero lucho ,4,3000,12000,0.0,1150
309,1219,110,Salsa Curry Tropical,3,3000,9000,900.0,1550
310,1220,102,chilero criollo lucho,2,3000,6000,600.0,1100
311,1220,103,salsa de ajo lucho,6,3000,18000,1800.0,1250
312,1221,102,Chilero Criollo Lucho,3,3000,9000,900.0,1100
313,1222,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
314,1222,106,Salsa Chipotle Dulce,4,3000,12000,0.0,1420
315,1222,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
316,1223,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
317,1224,103,SALSA DE AJO LUCHO,3,3000,9000,900.0,1250
318,1225,101,SALSA PICANTE HABANERO LUCHO,3,3000,9000,0.0,1150
319,1226,101,salsa picante habanero lucho ,4,3000,12000,0.0,
320,1227,105,Salsa BBQ Tamarindo,4,3000,12000,0.0,1480
321,1227,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
322,1228,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
323,1229,102,Chilero Criollo Lucho,6,3000,18000,1800.0,1100
324,1229,103,Salsa de Ajo Lucho,3,3000,9000,900.0,1250
325,1229,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
326,1230,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
327,1230,102,Chilero Criollo Lucho,2,3000,6000,0.0,1100
328,1230,107,Salsa Verde Jalapeno,6,3000,18000,0.0,1350
329,1231,109,Salsa Inferno Carolina Reaper,8,3000,24000,0.0,1650
330,1232,103,SALSA DE AJO LUCHO,4,3000,12000,1200.0,1250
331,1232,107,Salsa Verde Jalapeno,4,3000,12000,1200.0,1350
332,1233,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,
333,1233,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
334,1234,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
335,1235,103,SALSA DE AJO LUCHO,6,3000,18000,1800.0,1250
336,1236,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
337,1236,103,Salsa de Ajo Lucho,6,3000,18000,1800.0,1250
338,1237,110,Salsa Curry Tropical,2,3000,6000,600.0,1550
339,1238,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
340,1238,107,Salsa Verde Jalapeno,2,3000,6000,600.0,1350
341,1239,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
342,1240,101,Salsa Picante Habanero Lucho,8,3000,24000,0.0,1150
343,1241,108,Aderezo Cilantro-Limon,4,3000,12000,0.0,1380
344,1241,101,Salsa Picante Habanero Lucho,6,3150,18900,0.0,1150
345,1242,102,Chilero Criollo  Lucho,8,3000,24000,0.0,1100
346,1243,103,SALSA DE AJO LUCHO,6,3000,18000,0.0,1250
347,1244,102,Chilero Criollo Lucho,4,3000,12000,1200.0,
348,1244,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
349,1245,101,SALSA PICANTE HABANERO LUCHO,6,3000,18000,1800.0,1150
350,1245,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
351,1246,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
352,1247,102,Chilero Criollo Lucho,2,3000,6000,0.0,1100
353,1248,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
354,1248,103,Salsa de Ajo Lucho,6,3000,18000,1800.0,1250
355,1249,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
356,1250,108,Aderezo Cilantro-Limon,2,3000,6000,0.0,1380
357,1250,101,Salsa Picante Habanero Lucho,6,3000,18000,0.0,1150
358,1251,103,salsa de ajo lucho,2,3000,6000,0.0,1250
359,1252,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
360,1252,102,Chilero Criollo Lucho,6,3000,18000,0.0,1100
361,1253,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
362,1253,102,Chilero Criollo  Lucho,2,3000,6000,0.0,1100
363,1254,109,Salsa Inferno Carolina Reaper,4,3000,12000,0.0,1650
364,1254,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
365,1255,102,Chilero Criollo Lucho,2,3000,6000,600.0,1100
366,1256,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
367,1257,105,Salsa BBQ Tamarindo,2,3000,6000,600.0,1480
368,1258,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
369,1258,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
370,1259,105,Salsa BBQ Tamarindo,2,3000,6000,600.0,1480
371,1260,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
372,1260,108,Aderezo Cilantro-Limon,3,3000,9000,0.0,1380
373,1261,103,Salsa de Ajo Lucho,8,3000,24000,0.0,1250
374,1262,103,Salsa de Ajo Lucho,4,3000,12000,0.0,1250
375,1262,101,salsa picante habanero lucho ,6,3000,18000,0.0,1150
376,1263,102,Chilero Criollo Lucho,8,3000,24000,0.0,1100
377,1264,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
378,1265,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
379,1266,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
380,1267,103,Salsa de Ajo Lucho,6,3000,18000,1800.0,1250
