id_venta,fecha_venta,id_cliente,id_canal,canal_texto,id_vendedor,id_promocion,total_factura
1040,2024-01-26,56,3,Mayoreo,4,0,9000.0
1041,2024-01-21,16,3,MAYOREO,2,0,6000.0
1042,2024-01-21,90,3,Venta mayoreo,1,1,8100.0
1043,2024-01-15,70,3,Venta mayoreo,4,1,32400.0
1044,2024-01-18,70,3,Venta mayoreo,1,0,34200.0
1045,2024-01-19,46,3,mayoreo,1,1,18900.0
1046,2024-01-28,46,3,MAYOREO,1,1,8100.0
1047,2024-01-03,35,3,Mayoreo,3,0,6000.0
1048,2024-01-16,35,3,Venta mayoreo,1,0,12000.0
1049,2024-01-20,31,3,MAYOREO,4,0,24000.0
1050,2024-01-04,31,3,mayoreo,4,0,21000.0
1051,2024-01-05,80,3,Venta mayoreo,1,0,6000.0
1052,2024-01-31,37,3,Venta mayoreo,1,0,9000.0
1053,2024-01-19,37,3,MAYOREO,3,0,18000.0
1054,2024-01-25,17,3,MAYOREO,1,0,24000.0
1055,2024-01-19,9,3,Mayoreo,2,0,24000.0
1056,2024-01-11,59,3,Mayoreo,3,0,6000.0
1057,2024-01-07,10,3,Venta mayoreo,3,0,9450.0
1058,2024-01-31,54,3,Mayoreo,4,1,8100.0
1059,2024-01-08,54,3,Mayoreo,4,0,12000.0
1060,2024-01-04,87,3,Mayoreo,2,1,32400.0
1061,2024-01-03,75,3,MAYOREO,3,0,18000.0
1062,2024-01-05,57,3,Mayoreo,2,1,16200.0
1063,2024-01-19,57,3,MAYOREO,3,0,12000.0
1064,2024-01-10,40,3,MAYOREO,3,0,5700.0
1065,2024-01-18,22,3,Venta mayoreo,2,0,27000.0
1066,2024-01-02,89,3,mayoreo,3,1,10800.0
1067,2024-01-02,84,3,mayoreo,3,0,15000.0
1068,2024-01-23,34,3,mayoreo,1,0,18000.0
1069,2024-01-12,34,3,Mayoreo,1,1,37800.0
1070,2024-01-26,29,3,MAYOREO,4,0,33000.0
1071,2024-01-25,49,3,mayoreo,2,1,21600.0
1072,2024-01-04,61,3,mayoreo,3,0,6000.0
1073,2024-01-30,93,3,Mayoreo,4,1,5400.0
1074,2024-01-01,93,3,mayoreo,2,1,8505.0
1075,2024-01-15,85,3,MAYOREO,2,0,18000.0
1076,2024-01-17,45,3,mayoreo,1,0,18000.0
1077,2024-01-01,45,3,MAYOREO,1,1,21600.0
1078,2024-01-25,18,3,Venta mayoreo,4,0,21000.0
1079,2024-01-07,71,3,Venta mayoreo,3,0,8550.0
1080,2024-01-11,71,3,MAYOREO,2,1,8100.0
1081,2024-01-26,19,3,mayoreo,3,1,21600.0
1082,2024-01-23,69,3,Venta mayoreo,3,1,13500.0
1083,2024-01-24,36,3,MAYOREO,3,0,18000.0
1084,2024-01-19,77,3,Mayoreo,1,1,8100.0
1085,2024-01-09,64,3,mayoreo,1,0,36000.0
1086,2024-01-22,4,3,mayoreo,2,1,16200.0
1087,2024-01-05,24,3,,2,1,10800.0
1088,2024-01-23,24,3,Mayoreo,2,0,18000.0
1089,2024-01-12,76,3,Mayoreo,1,1,16200.0
1090,2024-01-09,74,3,mayoreo,2,1,16200.0
1091,2024-01-02,39,3,Mayoreo,4,0,21000.0
1092,2024-01-15,39,3,mayoreo,3,1,10800.0
1093,2024-01-28,48,3,Mayoreo,3,1,10800.0
1094,2024-01-10,25,3,MAYOREO,2,0,42000.0
1095,2024-01-01,25,3,MAYOREO,1,1,8505.0
1096,2024-01-10,50,3,MAYOREO,1,0,36000.0
1097,2024-01-27,92,3,MAYOREO,3,0,41100.0
1098,2024-01-05,6,3,mayoreo,4,0,12000.0
1099,2024-01-27,21,3,Mayoreo,3,0,12000.0
1100,2024-01-24,82,3,mayoreo,1,0,33000.0
1101,2024-01-19,14,3,mayoreo,4,0,9000.0
1102,2024-01-30,14,3,Venta mayoreo,4,0,24000.0
1103,2024-01-23,68,3,MAYOREO,2,1,8100.0
1104,2024-02-01,38,3,Venta mayoreo,2,1,18900.0
1105,2024-02-23,92,3,Venta mayoreo,4,1,10800.0
1106,2024-02-16,28,3,MAYOREO,3,1,8100.0
1107,2024-02-23,90,3,MAYOREO,1,1,27000.0
1108,2024-02-20,96,3,mayoreo,1,1,32400.0
1109,2024-02-29,64,3,mayoreo,4,0,15000.0
1110,2024-02-15,42,3,Mayoreo,2,0,9000.0
1111,2024-02-18,42,3,Venta mayoreo,3,0,42000.0
1112,2024-02-18,63,3,mayoreo,1,1,27000.0
1113,2024-02-15,46,3,Mayoreo,1,1,10800.0
1114,2024-02-25,46,3,mayoreo,1,0,33000.0
1115,2024-02-27,73,3,mayoreo,4,1,10800.0
1116,2024-02-21,37,3,MAYOREO,4,0,18000.0
1117,2024-02-26,97,3,mayoreo,4,0,9000.0
1118,2024-02-12,17,3,Mayoreo,2,1,18900.0
1119,2024-02-07,75,3,mayoreo,3,0,33000.0
1120,2024-02-26,71,3,MAYOREO,3,0,18000.0
1121,2024-02-09,50,3,mayoreo,4,0,18000.0
1122,2024-02-24,50,3,Venta mayoreo,2,0,6000.0
1123,2024-02-02,52,3,Mayoreo,4,0,6000.0
1124,2024-02-05,52,3,Venta mayoreo,4,1,11340.0
1125,2024-02-10,89,3,Mayoreo,2,1,21600.0
1126,2024-02-13,20,3,Mayoreo,1,0,9000.0
1127,2024-02-02,20,3,Mayoreo,1,0,27000.0
1128,2024-02-18,39,3,mayoreo,2,0,9000.0
1129,2024-02-13,39,3,Venta mayoreo,3,0,12000.0
1130,2024-02-03,7,3,Venta mayoreo,3,0,18450.0
1131,2024-02-19,86,3,Mayoreo,1,0,18000.0
1132,2024-02-05,86,3,MAYOREO,4,0,6000.0
1133,2024-02-18,12,3,Mayoreo,3,0,9000.0
1134,2024-02-29,80,3,mayoreo,1,0,18300.0
1135,2024-02-16,80,3,Venta mayoreo,3,0,9000.0
1136,2024-02-14,58,3,mayoreo,4,0,30000.0
1137,2024-02-26,34,3,Mayoreo,2,1,8100.0
1138,2024-02-24,94,3,Venta mayoreo,4,0,27000.0
1139,2024-02-20,29,3,Venta mayoreo,1,0,24000.0
1140,2024-02-21,27,3,mayoreo,1,0,12000.0
1141,2024-02-11,36,3,mayoreo,4,0,9000.0
1142,2024-02-05,68,3,Mayoreo,1,1,8100.0
1143,2024-02-26,19,3,Venta mayoreo,3,1,7695.0
1144,2024-02-21,15,3,MAYOREO,4,1,27000.0
1145,2024-02-24,41,3,mayoreo,2,0,9000.0
1146,2024-02-26,49,3,MAYOREO,4,0,9000.0
1147,2024-02-19,78,3,MAYOREO,1,1,5400.0
1148,2024-02-12,85,3,Venta mayoreo,4,0,6000.0
1149,2024-02-21,85,3,mayoreo,3,0,9000.0
1150,2024-02-16,61,3,Venta mayoreo,4,1,21060.0
1151,2024-02-25,5,3,MAYOREO,1,0,18000.0
1152,2024-02-08,5,3,mayoreo,2,1,32400.0
1153,2024-02-02,44,3,MAYOREO,3,0,6000.0
1154,2024-02-29,44,3,Mayoreo,3,0,18000.0
1155,2024-02-08,35,3,Venta mayoreo,4,1,16200.0
1156,2024-02-03,16,3,MAYOREO,1,0,36000.0
1157,2024-02-26,91,3,MAYOREO,3,0,9000.0
1158,2024-02-16,56,3,mayoreo,4,0,30000.0
1159,2024-02-28,59,3,MAYOREO,2,0,9450.0
1160,2024-02-03,8,3,mayoreo,4,0,6300.0
1161,2024-02-05,95,3,Mayoreo,3,0,18000.0
1162,2024-02-05,23,3,MAYOREO,2,0,18000.0
1163,2024-02-24,47,3,MAYOREO,1,1,16200.0
1164,2024-02-10,47,3,Mayoreo,1,0,18000.0
1165,2024-02-25,32,3,Venta mayoreo,3,0,36000.0
1166,2024-02-20,81,3,mayoreo,3,1,21600.0
1167,2024-02-03,45,3,mayoreo,1,1,8100.0
1168,2024-02-02,10,3,mayoreo,4,1,5400.0
1169,2024-02-06,2,3,MAYOREO,4,1,27000.0
1170,2024-02-12,87,3,Mayoreo,2,1,21600.0
1171,2024-02-28,84,3,MAYOREO,3,1,18900.0
1172,2024-02-13,51,3,MAYOREO,1,1,16200.0
1173,2024-02-24,48,3,mayoreo,2,0,12000.0
1174,2024-02-21,40,3,MAYOREO,1,0,24000.0
1175,2024-02-09,14,3,Mayoreo,2,1,24300.0
1176,2024-02-11,14,3,Venta mayoreo,3,0,9000.0
1177,2024-02-04,79,3,MAYOREO,2,1,8100.0
1178,2024-02-26,22,3,Mayoreo,2,0,6000.0
1179,2024-02-10,22,3,mayoreo,1,1,23895.0
1180,2024-02-27,43,3,Mayoreo,1,1,16200.0
1181,2024-02-14,43,3,mayoreo,1,1,8100.0
1182,2024-02-29,53,3,mayoreo,2,0,6000.0
1183,2024-02-26,77,3,MAYOREO,4,0,9000.0
1184,2024-02-25,67,3,mayoreo,1,1,8100.0
1185,2024-02-02,57,3,mayoreo,3,0,30300.0
1186,2024-02-19,9,3,Mayoreo,1,0,28800.0
1187,2024-02-26,66,3,mayoreo,1,0,12000.0
1188,2024-02-12,66,3,Venta mayoreo,4,0,33000.0
1189,2024-02-06,25,3,Venta mayoreo,1,1,5400.0
1190,2024-02-21,93,3,Mayoreo,3,0,18000.0
1191,2024-02-26,3,3,mayoreo,4,1,10800.0
1192,2024-02-16,33,3,Mayoreo,3,0,27450.0
1193,2024-02-18,33,3,Venta mayoreo,2,0,37200.0
1194,2024-02-22,65,3,Venta mayoreo,2,1,10260.0
1195,2024-02-20,69,3,Mayoreo,4,0,12000.0
1196,2024-02-22,26,3,Mayoreo,3,1,8100.0
1197,2024-02-23,76,3,mayoreo,1,0,12000.0
1198,2024-02-18,76,3,mayoreo,1,0,24000.0
1199,2024-02-21,60,3,Venta mayoreo,3,1,16470.0
1200,2024-02-25,82,3,MAYOREO,3,0,18000.0
1201,2024-02-02,11,3,Venta mayoreo,1,1,10800.0
1202,2024-03-22,8,3,Venta mayoreo,2,1,27000.0
1203,2024-03-31,62,3,Venta mayoreo,3,0,18000.0
1204,2024-03-20,36,3,MAYOREO,3,1,10800.0
1205,2024-03-11,49,3,MAYOREO,2,0,18000.0
1206,2024-03-26,49,3,Venta mayoreo,3,0,14700.0
1207,2024-03-21,4,3,Mayoreo,4,0,21000.0
1208,2024-03-03,45,3,MAYOREO,3,1,8100.0
1209,2024-03-16,40,3,Mayoreo,4,1,10800.0
1210,2024-03-07,41,3,MAYOREO,2,1,37800.0
1211,2024-03-06,41,3,Venta mayoreo,4,0,20400.0
1212,2024-03-01,37,3,mayoreo,1,0,9000.0
1213,2024-03-27,37,3,Venta mayoreo,3,1,16200.0
1214,2024-03-17,64,3,MAYOREO,1,1,5400.0
1215,2024-03-01,64,3,MAYOREO,4,1,5400.0
1216,2024-03-22,14,3,Venta mayoreo,1,1,10800.0
1217,2024-03-16,31,3,,3,1,10800.0
1218,2024-03-23,19,3,Mayoreo,4,0,12000.0
1219,2024-03-29,91,3,Venta mayoreo,1,1,8100.0
1220,2024-03-10,58,3,Mayoreo,2,1,21600.0
1221,2024-03-27,58,3,Venta mayoreo,4,1,8100.0
1222,2024-03-23,43,3,Venta mayoreo,3,0,27000.0
1223,2024-03-15,43,3,mayoreo,3,1,10800.0
1224,2024-03-24,95,3,Mayoreo,1,1,8100.0
1225,2024-03-03,55,3,mayoreo,4,0,9000.0
1226,2024-03-03,79,3,Mayoreo,1,0,12000.0
1227,2024-03-20,13,3,MAYOREO,3,0,21000.0
1228,2024-03-20,13,3,MAYOREO,3,0,6000.0
1229,2024-03-23,26,3,Mayoreo,4,1,32400.0
1230,2024-03-15,83,3,Venta mayoreo,2,0,36000.0
1231,2024-03-23,29,3,Venta mayoreo,2,0,24000.0
1232,2024-03-17,54,3,mayoreo,2,1,21600.0
1233,2024-03-06,88,3,Venta mayoreo,3,0,18000.0
1234,2024-03-09,68,3,Mayoreo,3,0,9000.0
1235,2024-03-15,68,3,mayoreo,3,1,16200.0
1236,2024-03-22,94,3,Venta mayoreo,2,1,24300.0
1237,2024-03-31,9,3,mayoreo,1,1,5400.0
1238,2024-03-05,67,3,MAYOREO,1,1,16200.0
1239,2024-03-03,22,3,Mayoreo,2,0,9000.0
1240,2024-03-07,10,3,Venta mayoreo,1,0,24000.0
1241,2024-03-21,10,3,Mayoreo,4,0,30900.0
1242,2024-03-10,90,3,mayoreo,1,0,24000.0
1243,2024-03-14,53,3,Venta mayoreo,1,0,18000.0
1244,2024-03-03,69,3,Venta mayoreo,4,1,18900.0
1245,2024-03-20,69,3,MAYOREO,3,1,27000.0
1246,2024-03-13,51,3,MAYOREO,1,0,12000.0
1247,2024-03-01,51,3,mayoreo,3,0,6000.0
1248,2024-03-06,56,3,Venta mayoreo,1,1,24300.0
1249,2024-03-22,56,3,MAYOREO,4,0,18000.0
1250,2024-03-19,35,3,Venta mayoreo,3,0,24000.0
1251,2024-03-10,76,3,MAYOREO,2,0,6000.0
1252,2024-03-03,38,3,mayoreo,1,0,36000.0
1253,2024-03-08,38,3,MAYOREO,1,0,12000.0
1254,2024-03-19,3,3,mayoreo,4,0,21000.0
1255,2024-03-26,3,3,MAYOREO,1,1,5400.0
1256,2024-03-09,78,3,Mayoreo,3,0,9000.0
1257,2024-03-28,87,3,mayoreo,1,1,5400.0
1258,2024-03-06,80,3,Venta mayoreo,4,1,18900.0
1259,2024-03-06,80,3,mayoreo,3,1,5400.0
1260,2024-03-19,96,3,Venta mayoreo,4,0,27000.0
1261,2024-03-22,5,3,Mayoreo,2,0,24000.0
1262,2024-03-28,5,3,Mayoreo,1,0,30000.0
1263,2024-03-12,17,3,MAYOREO,1,0,24000.0
1264,2024-03-20,93,3,Mayoreo,1,0,12000.0
1265,2024-03-26,93,3,MAYOREO,3,1,10800.0
1266,2024-03-22,86,3,mayoreo,3,1,10800.0
1267,2024-03-19,86,3,Venta mayoreo,2,1,16200.0
1268,2024-03-20,65,3,mayoreo,4,0,24000.0
1269,2024-03-03,25,3,Mayoreo,2,0,18000.0
1270,2024-03-10,25,3,MAYOREO,2,1,21600.0
1271,2024-03-07,47,3,MAYOREO,3,0,6000.0
1272,2024-03-13,74,3,Mayoreo,3,0,6000.0
1273,2024-03-27,85,3,Venta mayoreo,2,0,9000.0
1274,2024-03-19,48,3,mayoreo,2,0,9000.0
1275,2024-03-23,50,3,MAYOREO,1,0,12000.0
1276,2024-03-09,34,3,mayoreo,3,1,16200.0
1277,2024-03-30,27,3,MAYOREO,4,1,27000.0
1278,2024-03-08,27,3,Mayoreo,3,0,9000.0
1279,2024-03-23,70,3,Venta mayoreo,1,0,12000.0
1280,2024-03-08,60,3,Venta mayoreo,3,1,16200.0
1281,2024-03-18,52,3,mayoreo,4,1,21600.0
1282,2024-03-21,44,3,Venta mayoreo,1,0,21000.0
1283,2024-03-18,33,3,mayoreo,2,0,9000.0
1284,2024-03-24,30,3,mayoreo,2,1,10800.0
1285,2024-03-13,57,3,MAYOREO,3,0,9000.0
1286,2024-03-25,32,3,Venta mayoreo,2,0,24000.0
1287,2024-03-24,20,3,Mayoreo,4,0,6000.0
1288,2024-03-03,20,3,MAYOREO,4,1,29700.0
1289,2024-03-28,92,3,mayoreo,4,0,24000.0
1290,2024-03-21,42,3,Mayoreo,1,0,18000.0
1291,2024-03-25,61,3,mayoreo,1,0,9000.0
1292,2024-03-23,7,3,Venta mayoreo,2,0,9000.0
1293,2024-03-23,7,3,Venta mayoreo,2,0,18000.0
1294,2024-03-15,73,3,mayoreo,1,1,5400.0
1295,2024-03-05,89,3,Venta mayoreo,3,1,16200.0
1296,2024-03-27,89,3,Venta mayoreo,2,0,9000.0
1297,2024-03-04,24,3,mayoreo,4,0,48000.0
1298,2024-03-21,63,3,MAYOREO,1,0,6000.0
1299,2024-03-01,11,3,Mayoreo,1,1,16200.0
1300,2024-03-25,2,3,Mayoreo,1,1,10800.0
1301,2024-03-05,2,3,MAYOREO,4,0,12000.0
1302,2024-03-29,46,3,MAYOREO,3,1,10800.0
1303,2024-03-18,46,3,MAYOREO,4,1,17010.0
1304,2024-03-12,39,3,Venta mayoreo,2,0,12000.0
1305,2024-03-11,28,3,Mayoreo,2,1,10800.0
1306,2024-03-19,97,3,MAYOREO,1,0,12000.0
1307,2024-03-30,97,3,MAYOREO,4,0,30600.0
1308,2024-03-03,84,3,mayoreo,4,0,21000.0
1309,2024-04-13,15,3,Venta mayoreo,4,1,8100.0
1310,2024-04-30,23,3,,3,1,18900.0
1311,2024-04-03,25,3,Mayoreo,4,1,5400.0
1312,2024-04-14,72,3,Venta mayoreo,4,0,12000.0
1313,2024-04-08,53,3,Venta mayoreo,3,1,21600.0
1314,2024-04-10,66,3,mayoreo,4,1,15390.0
1315,2024-04-24,66,3,mayoreo,3,0,22800.0
1316,2024-04-24,45,3,Venta mayoreo,2,0,9000.0
1317,2024-04-17,86,3,MAYOREO,1,1,16200.0
1318,2024-04-22,22,3,mayoreo,4,0,6000.0
1319,2024-04-16,70,3,Venta mayoreo,1,0,12600.0
1320,2024-04-12,78,3,MAYOREO,1,0,24000.0
1321,2024-04-27,78,3,mayoreo,4,0,30000.0
1322,2024-04-07,58,3,mayoreo,4,0,12000.0
1323,2024-04-30,47,3,mayoreo,3,1,10800.0
1324,2024-04-14,42,3,MAYOREO,2,0,18000.0
1325,2024-04-20,94,3,Venta mayoreo,2,1,16200.0
1326,2024-04-07,43,3,Venta mayoreo,2,1,21600.0
1327,2024-04-25,43,3,Venta mayoreo,3,1,8100.0
1328,2024-04-25,49,3,Mayoreo,1,1,24300.0
1329,2024-04-18,54,3,MAYOREO,4,1,24300.0
1330,2024-04-21,57,3,mayoreo,4,0,30000.0
1331,2024-04-15,82,3,mayoreo,1,1,10800.0
1332,2024-04-03,82,3,mayoreo,4,0,12000.0
1333,2024-04-22,32,3,Mayoreo,4,0,18000.0
1334,2024-04-06,74,3,MAYOREO,1,1,10800.0
1335,2024-04-01,74,3,Venta mayoreo,4,0,12000.0
1336,2024-04-09,71,3,Mayoreo,2,0,18000.0
1337,2024-04-06,29,3,mayoreo,4,1,10800.0
1338,2024-04-11,50,3,Mayoreo,3,1,8100.0
1339,2024-04-07,83,3,Venta mayoreo,3,0,36000.0
1340,2024-04-16,34,3,mayoreo,1,0,18000.0
1341,2024-04-11,48,3,Mayoreo,3,1,18900.0
1342,2024-04-01,59,3,Venta mayoreo,4,0,24000.0
1343,2024-04-29,69,3,MAYOREO,1,0,24000.0
1344,2024-04-09,52,3,mayoreo,4,0,12000.0
1345,2024-04-02,2,3,,2,1,8100.0
1346,2024-04-02,6,3,MAYOREO,3,0,30000.0
1347,2024-04-15,64,3,Mayoreo,3,1,8100.0
1348,2024-04-01,20,3,mayoreo,3,0,9000.0
1349,2024-04-04,40,3,Mayoreo,2,1,21600.0
1350,2024-04-26,3,3,MAYOREO,4,1,10260.0
1351,2024-04-02,35,3,Venta mayoreo,3,1,16200.0
1352,2024-04-22,35,3,mayoreo,1,0,18000.0
1353,2024-04-15,10,3,MAYOREO,3,1,16200.0
1354,2024-04-01,90,3,MAYOREO,3,1,16200.0
1355,2024-04-04,21,3,mayoreo,2,1,18900.0
1356,2024-04-26,92,3,Venta mayoreo,1,1,21600.0
1357,2024-04-27,79,3,mayoreo,1,0,12000.0
1358,2024-04-10,79,3,MAYOREO,4,1,10800.0
1359,2024-04-20,16,3,MAYOREO,1,0,9450.0
1360,2024-04-23,97,3,mayoreo,4,0,18000.0
1361,2024-04-28,97,3,Venta mayoreo,4,0,6000.0
1362,2024-04-15,89,3,Venta mayoreo,4,0,21000.0
1363,2024-04-17,61,3,Mayoreo,2,1,16200.0
1364,2024-04-29,61,3,Mayoreo,3,0,12000.0
1365,2024-04-15,46,3,MAYOREO,3,0,9000.0
1366,2024-04-10,46,3,MAYOREO,1,0,12000.0
1367,2024-04-09,19,3,Mayoreo,2,1,5400.0
1368,2024-04-06,37,3,Mayoreo,2,1,24300.0
1369,2024-04-22,75,3,Mayoreo,1,1,21600.0
1370,2024-04-23,88,3,MAYOREO,4,1,8100.0
1371,2024-04-04,38,3,MAYOREO,3,0,27000.0
1372,2024-04-24,91,3,MAYOREO,1,1,10800.0
1373,2024-04-04,11,3,Mayoreo,1,0,9000.0
1374,2024-04-27,11,3,Venta mayoreo,2,1,21600.0
1375,2024-04-30,8,3,MAYOREO,3,1,16200.0
1376,2024-04-13,4,3,Venta mayoreo,2,1,24300.0
1377,2024-04-23,31,3,Venta mayoreo,1,1,10800.0
1378,2024-04-13,24,3,Venta mayoreo,4,1,32400.0
1379,2024-04-01,24,3,MAYOREO,3,1,27000.0
1380,2024-04-15,87,3,Venta mayoreo,2,0,12000.0
1381,2024-04-23,87,3,mayoreo,1,1,10800.0
1382,2024-04-03,68,3,Mayoreo,1,0,48000.0
1383,2024-04-22,18,3,Mayoreo,1,0,9000.0
1384,2024-04-20,95,3,Mayoreo,4,1,5400.0
1385,2024-04-04,17,3,Venta mayoreo,3,0,36000.0
1386,2024-04-06,80,3,MAYOREO,2,1,8100.0
1387,2024-04-04,80,3,Mayoreo,2,0,12000.0
1388,2024-04-16,73,3,Venta mayoreo,2,0,12000.0
1389,2024-04-16,27,3,Venta mayoreo,1,0,9000.0
1390,2024-04-20,27,3,MAYOREO,1,1,18900.0
1391,2024-04-02,44,3,Venta mayoreo,1,1,8100.0
1392,2024-04-16,41,3,MAYOREO,4,0,9000.0
1393,2024-04-11,63,3,mayoreo,1,1,8100.0
1394,2024-04-30,14,3,mayoreo,3,0,9000.0
1395,2024-04-19,14,3,mayoreo,3,1,8100.0
1396,2024-04-20,28,3,mayoreo,4,0,9000.0
1397,2024-04-08,84,3,,4,1,21600.0
1398,2024-04-16,76,3,Venta mayoreo,2,0,12000.0
1399,2024-04-22,12,3,mayoreo,4,1,24300.0
1400,2024-04-29,12,3,mayoreo,1,0,18000.0
1401,2024-04-30,85,3,Mayoreo,2,0,18000.0
1402,2024-04-23,7,3,MAYOREO,1,1,8505.0
1403,2024-04-16,67,3,Mayoreo,2,0,27000.0
1404,2024-04-23,5,3,Mayoreo,3,1,21600.0
1405,2024-04-16,5,3,Mayoreo,1,1,8100.0
1406,2024-04-11,30,3,Venta mayoreo,3,0,12000.0
1407,2024-04-08,51,3,MAYOREO,2,0,39000.0
1408,2024-04-07,13,3,MAYOREO,4,0,9000.0
1409,2024-05-24,5,3,Mayoreo,2,0,6000.0
1410,2024-05-28,5,3,Venta mayoreo,1,0,12600.0
1411,2024-05-23,53,3,MAYOREO,4,0,27450.0
1412,2024-05-04,65,3,Mayoreo,3,0,30000.0
1413,2024-05-06,20,3,MAYOREO,2,0,12600.0
1414,2024-05-10,60,3,mayoreo,3,1,24300.0
1415,2024-05-19,42,3,Venta mayoreo,4,1,8100.0
1416,2024-05-05,42,3,Mayoreo,4,0,12000.0
1417,2024-05-10,21,3,MAYOREO,2,0,24000.0
1418,2024-05-05,2,3,Venta mayoreo,1,0,25200.0
1419,2024-05-26,71,3,Mayoreo,1,0,27000.0
1420,2024-05-05,71,3,Mayoreo,1,0,30000.0
1421,2024-05-30,66,3,mayoreo,4,1,8100.0
1422,2024-05-17,44,3,Mayoreo,2,1,5400.0
1423,2024-05-24,84,3,MAYOREO,4,1,8100.0
1424,2024-05-14,84,3,MAYOREO,2,1,11340.0
1425,2024-05-22,39,3,Mayoreo,2,1,10260.0
1426,2024-05-04,62,3,MAYOREO,4,1,16200.0
1427,2024-05-17,85,3,mayoreo,1,1,18360.0
1428,2024-05-20,75,3,MAYOREO,4,0,24000.0
1429,2024-05-29,75,3,Venta mayoreo,1,0,9450.0
1430,2024-05-10,94,3,Venta mayoreo,4,0,12000.0
1431,2024-05-13,74,3,Mayoreo,1,0,9000.0
1432,2024-05-19,58,3,mayoreo,2,1,5400.0
1433,2024-05-10,45,3,Venta mayoreo,4,1,5400.0
1434,2024-05-11,45,3,Mayoreo,2,1,16200.0
1435,2024-05-20,16,3,MAYOREO,1,1,24300.0
1436,2024-05-19,63,3,MAYOREO,3,0,18000.0
1437,2024-05-13,63,3,Mayoreo,2,1,10800.0
1438,2024-05-21,7,3,mayoreo,3,0,21000.0
1439,2024-05-27,7,3,mayoreo,4,0,15000.0
1440,2024-05-21,19,3,MAYOREO,2,0,6000.0
1441,2024-05-28,72,3,Venta mayoreo,3,0,6000.0
1442,2024-05-27,72,3,Mayoreo,3,0,12000.0
1443,2024-05-11,77,3,Mayoreo,2,0,27000.0
1444,2024-05-31,41,3,MAYOREO,2,1,8100.0
1445,2024-05-31,97,3,Mayoreo,2,0,18000.0
1446,2024-05-23,97,3,Venta mayoreo,3,1,24300.0
1447,2024-05-11,96,3,Venta mayoreo,4,0,24000.0
1448,2024-05-06,30,3,MAYOREO,4,0,12000.0
1449,2024-05-06,30,3,Mayoreo,1,0,18000.0
1450,2024-05-26,59,3,mayoreo,3,0,6000.0
1451,2024-05-06,47,3,Mayoreo,1,1,10800.0
1452,2024-05-15,13,3,Mayoreo,3,1,16200.0
1453,2024-05-16,22,3,Venta mayoreo,4,1,24300.0
1454,2024-05-26,70,3,mayoreo,3,1,10800.0
1455,2024-05-16,70,3,Venta mayoreo,4,1,10800.0
1456,2024-05-30,40,3,MAYOREO,4,1,37800.0
1457,2024-05-17,99999,3,Venta mayoreo,2,0,6000.0
1458,2024-05-27,43,3,MAYOREO,3,1,16200.0
1459,2024-05-16,14,3,Venta mayoreo,1,0,12000.0
1460,2024-05-23,83,3,Venta mayoreo,3,0,12000.0
